	F1norm_rprr	datasetname	knownmodules	method	precision	recall	recovery	relevance	runningtime	thr_col	thr_row
0	0.22135130079829704	ecoli_colombos	strict	isa	0.013144978578610104	0.0011053877944319375	0.05862068965517241	0.01887574479997201	7413.500237941742	0.5	0.5
1	0.7370055797736271	ecoli_colombos	minimal	isa	0.019516839333013437	0.00662865015882736	0.1320754716981132	0.023341213568400125	7413.500237941742	0.5	0.5
2	0.3215263417922729	ecoli_colombos	interconnected	isa	0.011812937900563704	0.0011504580690627202	0.061046511627906974	0.02317938264923621	7413.500237941742	0.5	0.5
3	0.268884212904298	ecoli_colombos	strict	isa	0.019459301939384454	0.0013288774044058808	0.05818568655750758	0.024453824753146062	7592.111160039902	0.5	1.0
4	0.9408917204111259	ecoli_colombos	minimal	isa	0.0348796374471751	0.009917035143614196	0.14092259693953352	0.027377866236794862	7592.111160039902	0.5	1.0
5	0.5094259907751302	ecoli_colombos	interconnected	isa	0.021968192545820133	0.002212514641984149	0.07726190476190475	0.028374406532563887	7592.111160039902	0.5	1.0
6	0.27101612790747914	ecoli_colombos	strict	isa	0.02553221085106046	0.0012857776154979676	0.05985522030099599	0.02594955384081125	7658.475566148758	0.5	1.5
7	0.9578001949566936	ecoli_colombos	minimal	isa	0.047034221935358826	0.008973635038417565	0.13820214956392496	0.028712108491100678	7658.475566148758	0.5	1.5
8	0.5175304590330266	ecoli_colombos	interconnected	isa	0.03066218231365643	0.002099860952095858	0.08214476727208	0.030017051118698408	7658.475566148758	0.5	1.5
9	0.1238099025837363	ecoli_colombos	strict	isa	0.0463234121357504	0.00041814179714038215	0.06720063600228465	0.034361446747351414	8412.189353942871	0.5	2.0
10	0.7627212879343706	ecoli_colombos	minimal	isa	0.08839204624359139	0.0035079621495319553	0.13686110547002905	0.03719100264321059	8412.189353942871	0.5	2.0
11	0.2926772948082519	ecoli_colombos	interconnected	isa	0.05897742553550943	0.0007644964439757482	0.08264570999886518	0.03976995712417018	8412.189353942871	0.5	2.0
12	0.04714359441255797	ecoli_colombos	strict	isa	0.04950115441557494	0.0001445217815240421	0.07191271828084728	0.036405907171430704	7862.355286121368	0.5	2.5
13	0.3990999106985257	ecoli_colombos	minimal	isa	0.08656134004823013	0.0012960267718988454	0.13481219241576675	0.037296403821226225	7862.355286121368	0.5	2.5
14	0.11822775128772652	ecoli_colombos	interconnected	isa	0.06032857123210389	0.0002619200976904384	0.08460826885795691	0.04155267641376238	7862.355286121368	0.5	2.5
15	0.020875739230806545	ecoli_colombos	strict	isa	0.05269841403282405	6.215474976419003e-05	0.07047217045752639	0.03916111823349145	3990.092997074127	0.5	3.0
16	0.1845655064582601	ecoli_colombos	minimal	isa	0.08902712695505699	0.0005077077451333045	0.13673277576407247	0.03931816457691041	3990.092997074127	0.5	3.0
17	0.05042429135223978	ecoli_colombos	interconnected	isa	0.06492856354145435	0.0001056534862289403	0.08305370727862205	0.0447129807685539	3990.092997074127	0.5	3.0
18	0.43106169662193694	ecoli_colombos	strict	isa	0.01831813014435273	0.002552770032454432	0.10246908982571132	0.030067062270904568	7604.558193922043	1.0	0.5
19	1.2541070666883647	ecoli_colombos	minimal	isa	0.030084908702731117	0.01679973020805422	0.17851116625310176	0.03602295448832272	7604.558193922043	1.0	0.5
20	0.9090322197429253	ecoli_colombos	interconnected	isa	0.025681785882328077	0.006248919298301098	0.13688610240334378	0.03596466145835747	7604.558193922043	1.0	0.5
21	0.41654443976212085	ecoli_colombos	strict	isa	0.019538824158361893	0.0022854053332551924	0.08351595286001724	0.03420605833783487	8338.327246904373	1.0	1.0
22	1.2797419668774743	ecoli_colombos	minimal	isa	0.03242118514775953	0.01657096045924763	0.164155718074434	0.03764831919452329	8338.327246904373	1.0	1.0
23	0.9113644361553062	ecoli_colombos	interconnected	isa	0.026653262498793545	0.005809142920570813	0.1205472386761645	0.0390805471479913	8338.327246904373	1.0	1.0
24	0.39611329573863874	ecoli_colombos	strict	isa	0.02287052112486623	0.001998789252305486	0.07726744598743276	0.037470656039269586	8753.471679925919	1.0	1.5
25	0.9746980438271601	ecoli_colombos	minimal	isa	0.02438068763068126	0.007886278815028777	0.11626385991071167	0.03653545602822824	8753.471679925919	1.0	1.5
26	0.5931397283663575	ecoli_colombos	interconnected	isa	0.021682135885670736	0.0023400597501800047	0.08418222287571221	0.04029375143443766	8753.471679925919	1.0	1.5
27	0.47913678430787054	ecoli_colombos	strict	isa	0.05478645021204065	0.002205105314195384	0.08798879870346347	0.0535052114327016	8857.915069103241	1.0	2.0
28	1.4906660546155268	ecoli_colombos	minimal	isa	0.07818556388293912	0.012911819388709982	0.13929369172733286	0.052250781759953395	8857.915069103241	1.0	2.0
29	0.9026252696025184	ecoli_colombos	interconnected	isa	0.059931324622156334	0.0038350399553729662	0.09931809363139092	0.05724777170830387	8857.915069103241	1.0	2.0
30	0.2738830573005523	ecoli_colombos	strict	isa	0.0765385388250289	0.000977569874990599	0.09404822931330337	0.06249232721357661	9246.908510923386	1.0	2.5
31	1.2873621183904143	ecoli_colombos	minimal	isa	0.11849587931144111	0.007346868144007835	0.13383725011274675	0.057974673763024814	9246.908510923386	1.0	2.5
32	0.6021522324987397	ecoli_colombos	interconnected	isa	0.08843817798678977	0.0017639139915794008	0.10221506130668852	0.06664968203297092	9246.908510923386	1.0	2.5
33	0.16809737432144975	ecoli_colombos	strict	isa	0.08898240726574802	0.0005467701375924448	0.09647506016842065	0.06994967268117397	4691.490367174149	1.0	3.0
34	0.9637422198152267	ecoli_colombos	minimal	isa	0.1346675635186772	0.003977287589711826	0.12838630564316894	0.06333312770507055	4691.490367174149	1.0	3.0
35	0.3905092080798623	ecoli_colombos	interconnected	isa	0.10594989142764678	0.0009720701647987496	0.10098554511156546	0.07445206376402672	4691.490367174149	1.0	3.0
36	0.5523907192155436	ecoli_colombos	strict	isa	0.017174320854098323	0.0034647707373122727	0.13959553703464414	0.03761650797719363	8285.698934078217	1.5	0.5
37	1.3818538986780022	ecoli_colombos	minimal	isa	0.023744458062534335	0.020418242898393994	0.2291521815188513	0.04012036736206464	8285.698934078217	1.5	0.5
38	0.8910454699177424	ecoli_colombos	interconnected	isa	0.016732717986025953	0.005387621406852259	0.14919157013855933	0.04030384568365191	8285.698934078217	1.5	0.5
39	0.6079194107084529	ecoli_colombos	strict	isa	0.023147909790874444	0.003218526270559472	0.13535836997208403	0.05403491701290672	8518.520945072174	1.5	1.0
40	1.6116146815718848	ecoli_colombos	minimal	isa	0.02935327679778148	0.019458265667684847	0.1794999434836281	0.05408579175092893	8518.520945072174	1.5	1.0
41	1.0940179375616341	ecoli_colombos	interconnected	isa	0.02352935866886946	0.005886245015189473	0.15373640575835545	0.05589553269389308	8518.520945072174	1.5	1.0
42	0.8945146847157786	ecoli_colombos	strict	isa	0.02796189260735042	0.006319754186596882	0.1307479651552769	0.0637902611841237	9118.181461811066	1.5	1.5
43	1.5203181637927656	ecoli_colombos	minimal	isa	0.02455192420909407	0.015044086815173567	0.14456607220788414	0.06170285868138134	9118.181461811066	1.5	1.5
44	1.248150792394755	ecoli_colombos	interconnected	isa	0.025897353144071943	0.0071564253893616715	0.14204566899474236	0.06606302033401663	9118.181461811066	1.5	1.5
45	1.1203076297155294	ecoli_colombos	strict	isa	0.06733477000840152	0.007314787566858143	0.13230369767780786	0.0871433566111567	9519.205345153809	1.5	2.0
46	1.8821424242675355	ecoli_colombos	minimal	isa	0.060944588117797384	0.016847201482651463	0.1454152665656977	0.07488533413790997	9519.205345153809	1.5	2.0
47	1.4799446832687924	ecoli_colombos	interconnected	isa	0.060979947802077446	0.007650353318670395	0.13335386251071388	0.08664574184762355	9519.205345153809	1.5	2.0
48	0.8992007838213221	ecoli_colombos	strict	isa	0.0925711899777873	0.004311221679348744	0.1307214753910776	0.10610637779525553	8878.330977916718	1.5	2.5
49	2.0097524380049063	ecoli_colombos	minimal	isa	0.07638517104396454	0.017844249249903396	0.12589113548373532	0.08876093813033654	8878.330977916718	1.5	2.5
50	1.4572240353741108	ecoli_colombos	interconnected	isa	0.0824367039272923	0.006576035953462226	0.1267418434374704	0.1005529762665314	8878.330977916718	1.5	2.5
51	0.7211592874200968	ecoli_colombos	strict	isa	0.11737191467551389	0.0029936093191935873	0.12298158494967162	0.12123142693475861	4727.100672006607	1.5	3.0
52	1.9222968429256395	ecoli_colombos	minimal	isa	0.10673915310442976	0.013135844636734954	0.1197170136084431	0.10170648324155819	4727.100672006607	1.5	3.0
53	1.2917379184146776	ecoli_colombos	interconnected	isa	0.10965877244421776	0.004894947771901853	0.11942203702893456	0.11255645552182998	4727.100672006607	1.5	3.0
54	1.857289509042906	ecoli_colombos	strict	isa	0.05223141071214762	0.02152751258470518	0.22773972824157745	0.09737063341763208	8301.740582942963	2.0	0.5
55	2.1537220770692986	ecoli_colombos	minimal	isa	0.030045380961724107	0.027952217347558417	0.20588423039338172	0.08053639590786894	8301.740582942963	2.0	0.5
56	2.1382312816424753	ecoli_colombos	interconnected	isa	0.03498762259219408	0.02013757279517545	0.2057035485114483	0.093357576334489	8301.740582942963	2.0	0.5
57	2.1541202676523734	ecoli_colombos	strict	isa	0.058910433853819326	0.02759868750758087	0.2364332730038208	0.11333341197449456	8855.324388027191	2.0	1.0
58	2.1981278889267175	ecoli_colombos	minimal	isa	0.02583733962763535	0.03057929719546546	0.18314230076084967	0.09148928315703654	8855.324388027191	2.0	1.0
59	2.492049493154381	ecoli_colombos	interconnected	isa	0.04031701947000471	0.02484089259443367	0.21622753254817453	0.11175820250162148	8855.324388027191	2.0	1.0
60	2.26158250415488	ecoli_colombos	strict	isa	0.07591327701137032	0.02392741114500005	0.21455648977178568	0.13804710762399836	9441.536980867386	2.0	1.5
61	2.6444378193009834	ecoli_colombos	minimal	isa	0.03710930442302802	0.04118483606851346	0.17500565967378748	0.11016801407960353	9441.536980867386	2.0	1.5
62	2.578472291477539	ecoli_colombos	interconnected	isa	0.050723410347254805	0.025092000995228077	0.18769899986247812	0.12304770533945004	9441.536980867386	2.0	1.5
63	2.6426761262428937	ecoli_colombos	strict	isa	0.10166751653495211	0.031938172069783936	0.20656788958198535	0.16468834489444986	9145.945616960526	2.0	2.0
64	2.9061611635852236	ecoli_colombos	minimal	isa	0.04833158044190645	0.04201835395799441	0.17269997611055574	0.12541182033863613	9145.945616960526	2.0	2.0
65	3.034221298256923	ecoli_colombos	interconnected	isa	0.07256408235799933	0.032522728686924976	0.18711447841022583	0.14906142958950958	9145.945616960526	2.0	2.0
66	2.3355466621977157	ecoli_colombos	strict	isa	0.11488371936107715	0.020216670808328167	0.19471759818328105	0.1729227899823242	8069.6498148441315	2.0	2.5
