	F1norm_rprr	datasetname	delta	dismethod	knownmodules	method	precision	recall	recovery	relevance	rho	runningtime
0	0.0	ecoli_colombos	0.1	1-cor	strict	dclust	0.0	0.0	0.0	0.0	0.5	59.75256896018982
1	0.003967976117249962	ecoli_colombos	0.1	1-cor	minimal	dclust	1.098796694690287e-05	0.00010217113665389527	0.06666666666666667	0.0034745722226626513	0.5	59.75256896018982
2	0.0	ecoli_colombos	0.1	1-cor	interconnected	dclust	0.0	0.0	0.0	0.0	0.5	59.75256896018982
3	0.0	ecoli_colombos	0.1	1-cor	strict	dclust	0.0	0.0	0.0	0.0	1.0	62.89830493927002
4	0.003967976117249962	ecoli_colombos	0.1	1-cor	minimal	dclust	1.098796694690287e-05	0.00010217113665389527	0.06666666666666667	0.0034745722226626513	1.0	62.89830493927002
5	0.0	ecoli_colombos	0.1	1-cor	interconnected	dclust	0.0	0.0	0.0	0.0	1.0	62.89830493927002
6	0.055686065425586746	ecoli_colombos	0.1	1-cor	strict	dclust	0.00029308338838011336	0.0012359142130134494	0.19047619047619047	0.004283351057544606	2.0	56.26123809814453
7	0.12948133305067794	ecoli_colombos	0.1	1-cor	minimal	dclust	0.0003840237479307155	0.005246605246605246	0.15063825063825065	0.022298645545412162	2.0	56.26123809814453
8	0.2782041700514102	ecoli_colombos	0.1	1-cor	interconnected	dclust	0.0010417870937276066	0.0030525030525030525	0.16073044602456366	0.022840229209092542	2.0	56.26123809814453
9	1.9677341019578571	ecoli_colombos	0.1	1-cor	strict	dclust	0.028086840524597763	0.0380360034367668	0.52616341991342	0.08374096333773752	3.0	61.15013909339905
10	1.6988326111928236	ecoli_colombos	0.1	1-cor	minimal	dclust	0.008281317648453173	0.029409421939669972	0.29639468988884193	0.11242791342021893	3.0	61.15013909339905
11	2.2774842319028137	ecoli_colombos	0.1	1-cor	interconnected	dclust	0.015934736652769534	0.02846275954049063	0.2939931567032407	0.11444415325514438	3.0	61.15013909339905
12	3.75017763839329	ecoli_colombos	0.1	1-cor	strict	dclust	0.06128455879613675	0.07545045761358408	0.5457989514511253	0.172767649976273	4.0	61.55234098434448
13	2.1766459206804423	ecoli_colombos	0.1	1-cor	minimal	dclust	0.010382383242625337	0.04228495955121302	0.31708423440550265	0.1528946113574565	4.0	61.55234098434448
14	2.881898632825681	ecoli_colombos	0.1	1-cor	interconnected	dclust	0.02122121024955115	0.038844365232884405	0.2947610683451644	0.15020425072341995	4.0	61.55234098434448
15	4.506072155601212	ecoli_colombos	0.1	1-cor	strict	dclust	0.07773212175827376	0.09364296492096859	0.5792316201843057	0.2106669776732461	5.0	54.32438397407532
16	2.8789018180661894	ecoli_colombos	0.1	1-cor	minimal	dclust	0.015728341646882277	0.055723632585334026	0.33749500195049553	0.17598572291516623	5.0	54.32438397407532
17	3.998148203115063	ecoli_colombos	0.1	1-cor	interconnected	dclust	0.03708504715901807	0.05616023956906687	0.33532682745293185	0.19803809913499948	5.0	54.32438397407532
18	4.62506188894761	ecoli_colombos	0.1	1-cor	strict	dclust	0.08090618429031458	0.09635098271247873	0.5215333850931677	0.2265685537700453	6.0	62.34011483192444
19	2.8790272925104614	ecoli_colombos	0.1	1-cor	minimal	dclust	0.015955628274410015	0.0588045647393807	0.30037814683238423	0.179192751216942	6.0	62.34011483192444
20	3.9579286156333264	ecoli_colombos	0.1	1-cor	interconnected	dclust	0.037446403738620807	0.057667778611619924	0.30714702586505654	0.20089852959531893	6.0	62.34011483192444
21	4.546585246208067	ecoli_colombos	0.1	1-cor	strict	dclust	0.0803810924724093	0.09365196417376555	0.4847273197816676	0.2283704698027306	7.0	46.60585308074951
22	3.1135020764285732	ecoli_colombos	0.1	1-cor	minimal	dclust	0.017141169658001523	0.061865610639344384	0.3129686764145603	0.20302524774775751	7.0	46.60585308074951
23	3.960731829125819	ecoli_colombos	0.1	1-cor	interconnected	dclust	0.03794740813628282	0.05688408236959034	0.30559632656435726	0.20146358953537888	7.0	46.60585308074951
24	5.007138734665367	ecoli_colombos	0.1	1-cor	strict	dclust	0.09341875747980793	0.10712325267616922	0.4939767584468671	0.25366722589527657	8.0	62.269160985946655
25	3.2642560959071463	ecoli_colombos	0.1	1-cor	minimal	dclust	0.017793795220701403	0.06920214786955717	0.29955049170732406	0.22385550739166532	8.0	62.269160985946655
26	4.141162513490689	ecoli_colombos	0.1	1-cor	interconnected	dclust	0.0407276913519901	0.06409203631156683	0.29682621405137655	0.21288327555199066	8.0	62.269160985946655
27	5.173842257088629	ecoli_colombos	0.1	1-cor	strict	dclust	0.09728934963768632	0.11139264049208154	0.48336578320470713	0.2686428956503581	9.0	59.37718915939331
28	3.383573089910089	ecoli_colombos	0.1	1-cor	minimal	dclust	0.018730864446610793	0.07392311382839092	0.2986074273334635	0.22936904477129103	9.0	59.37718915939331
29	4.397480148263224	ecoli_colombos	0.1	1-cor	interconnected	dclust	0.04454829123931806	0.07027975797756754	0.3056041875621956	0.22523882935491288	9.0	59.37718915939331
30	5.147241610359145	ecoli_colombos	0.1	1-cor	strict	dclust	0.09864837792760672	0.1114178442405303	0.4762570422724367	0.26656779640033623	10.0	56.818103075027466
31	3.4103335661418552	ecoli_colombos	0.1	1-cor	minimal	dclust	0.019013647946425568	0.07413650622376569	0.2988082805855689	0.23011345461697136	10.0	56.818103075027466
32	4.364585112413058	ecoli_colombos	0.1	1-cor	interconnected	dclust	0.045197653107126534	0.06992594308999843	0.29935515356991516	0.2230607651467735	10.0	56.818103075027466
33	0.0	ecoli_colombos	0.1	1-cor	strict	dclust	0.0	0.0	0.0	0.0	11.0	0.0
34	0.0	ecoli_colombos	0.1	1-cor	minimal	dclust	0.0	0.0	0.0	0.0	11.0	0.0
35	0.0	ecoli_colombos	0.1	1-cor	interconnected	dclust	0.0	0.0	0.0	0.0	11.0	0.0
36	0.0	ecoli_colombos	0.1	1-cor	strict	dclust	0.0	0.0	0.0	0.0	12.0	0.0
37	0.0	ecoli_colombos	0.1	1-cor	minimal	dclust	0.0	0.0	0.0	0.0	12.0	0.0
38	0.0	ecoli_colombos	0.1	1-cor	interconnected	dclust	0.0	0.0	0.0	0.0	12.0	0.0
39	0.0	ecoli_colombos	0.1	1-cor	strict	dclust	0.0	0.0	0.0	0.0	13.0	0.0
40	0.0	ecoli_colombos	0.1	1-cor	minimal	dclust	0.0	0.0	0.0	0.0	13.0	0.0
41	0.0	ecoli_colombos	0.1	1-cor	interconnected	dclust	0.0	0.0	0.0	0.0	13.0	0.0
42	0.0	ecoli_colombos	0.1	1-cor	strict	dclust	0.0	0.0	0.0	0.0	14.0	0.0
43	0.0	ecoli_colombos	0.1	1-cor	minimal	dclust	0.0	0.0	0.0	0.0	14.0	0.0
44	0.0	ecoli_colombos	0.1	1-cor	interconnected	dclust	0.0	0.0	0.0	0.0	14.0	0.0
45	0.0	ecoli_colombos	0.1	1-cor	strict	dclust	0.0	0.0	0.0	0.0	15.0	0.0
46	0.0	ecoli_colombos	0.1	1-cor	minimal	dclust	0.0	0.0	0.0	0.0	15.0	0.0
47	0.0	ecoli_colombos	0.1	1-cor	interconnected	dclust	0.0	0.0	0.0	0.0	15.0	0.0
48	0.8785222028258263	ecoli_colombos	0.2	1-cor	strict	dclust	0.01310372725887098	0.019244731164951873	0.5679347826086957	0.03276546822742475	0.5	54.72399401664734
49	0.5524607076250748	ecoli_colombos	0.2	1-cor	minimal	dclust	0.001965057500384109	0.01283650582394684	0.22657421331105543	0.05741135660783917	0.5	54.72399401664734
50	0.29593101239008635	ecoli_colombos	0.2	1-cor	interconnected	dclust	0.0015399659131903449	0.005821608946608946	0.25426136363636365	0.012107683982683984	0.5	54.72399401664734
51	0.8785222028258263	ecoli_colombos	0.2	1-cor	strict	dclust	0.01310372725887098	0.019244731164951873	0.5679347826086957	0.03276546822742475	1.0	59.18330097198486
52	0.5582037440747482	ecoli_colombos	0.2	1-cor	minimal	dclust	0.0019981948527431222	0.013066390881418106	0.22287050960735172	0.05662172851739341	1.0	59.18330097198486
53	0.29593101239008635	ecoli_colombos	0.2	1-cor	interconnected	dclust	0.0015399659131903449	0.005821608946608946	0.25426136363636365	0.012107683982683984	1.0	59.18330097198486
54	0.9532557857712864	ecoli_colombos	0.2	1-cor	strict	dclust	0.013396810647251093	0.020480645377965324	0.47357013457556935	0.03704881928496935	2.0	54.80655217170715
55	0.7769901911088982	ecoli_colombos	0.2	1-cor	minimal	dclust	0.002881173345345343	0.019413300676603764	0.20633299887247256	0.07490629761555959	2.0	54.80655217170715
56	0.8446529065839192	ecoli_colombos	0.2	1-cor	interconnected	dclust	0.004019142777641056	0.011272701064367731	0.22798413654506092	0.04791087615473949	2.0	54.80655217170715
57	2.7103250980710087	ecoli_colombos	0.2	1-cor	strict	dclust	0.04119056778346874	0.057280734601718675	0.5375556097394042	0.11650643156516227	3.0	61.3210289478302
58	2.2056471783582734	ecoli_colombos	0.2	1-cor	minimal	dclust	0.01083054807151665	0.04299380069044336	0.28431534428518934	0.15501255707987704	3.0	61.3210289478302
59	2.6571518413722024	ecoli_colombos	0.2	1-cor	interconnected	dclust	0.018994081055035337	0.03668295755235531	0.29816890385662015	0.13410354478953593	3.0	61.3210289478302
60	4.380514229726076	ecoli_colombos	0.2	1-cor	strict	dclust	0.07438828605500773	0.09469518877853596	0.5494882566440538	0.20553311820369777	4.0	63.48292899131775
61	2.638436682016127	ecoli_colombos	0.2	1-cor	minimal	dclust	0.012973201027784872	0.05586933830198641	0.3020973799733697	0.19010418325092981	4.0	63.48292899131775
62	3.204762863987789	ecoli_colombos	0.2	1-cor	interconnected	dclust	0.02442037660796796	0.047064563244749086	0.2978830668306953	0.1661434041625734	4.0	63.48292899131775
63	5.093007036544062	ecoli_colombos	0.2	1-cor	strict	dclust	0.0913977458538796	0.11396912102230723	0.5579718360774262	0.24556919803742294	5.0	57.00564885139465
64	3.227221066145968	ecoli_colombos	0.2	1-cor	minimal	dclust	0.017939214968449725	0.06902694875679653	0.306838242919574	0.207811891355245	5.0	57.00564885139465
65	4.098362813013225	ecoli_colombos	0.2	1-cor	interconnected	dclust	0.03884682374671178	0.061981848515675814	0.3285713721348845	0.20101428961118994	5.0	57.00564885139465
66	5.943268834260962	ecoli_colombos	0.2	1-cor	strict	dclust	0.11283477012658252	0.13663897087488608	0.5583771301162606	0.3010006886641367	6.0	60.81894302368164
67	3.9189455139195295	ecoli_colombos	0.2	1-cor	minimal	dclust	0.025468454817863487	0.08129111763608567	0.308979131330245	0.23207193717680677	6.0	60.81894302368164
68	4.08083222742656	ecoli_colombos	0.2	1-cor	interconnected	dclust	0.039325758221670185	0.06377157450708248	0.3052871825723962	0.20519747139426073	6.0	60.81894302368164
69	5.69889235380635	ecoli_colombos	0.2	1-cor	strict	dclust	0.10915909815989319	0.12945154119563523	0.5234107813817959	0.2923547192489365	7.0	55.248250007629395
70	3.9809715271670725	ecoli_colombos	0.2	1-cor	minimal	dclust	0.025209463471629202	0.08140340548876915	0.31086416799894795	0.2474876685524594	7.0	55.248250007629395
71	4.085770773800487	ecoli_colombos	0.2	1-cor	interconnected	dclust	0.03991067797208947	0.06291276404428041	0.3036863007019065	0.20587526582205518	7.0	55.248250007629395
72	6.482980286356772	ecoli_colombos	0.2	1-cor	strict	dclust	0.13245950759496775	0.15356214267513812	0.5474510754945537	0.3383122248483858	8.0	64.44971013069153
73	4.316637752557875	ecoli_colombos	0.2	1-cor	minimal	dclust	0.02908642111380099	0.09066118584027856	0.3069793372461431	0.26353455887851684	8.0	64.44971013069153
74	4.534123414179553	ecoli_colombos	0.2	1-cor	interconnected	dclust	0.047252587603080196	0.07472327735625815	0.3008264268125177	0.23476348703512154	8.0	64.44971013069153
75	6.617727403950737	ecoli_colombos	0.2	1-cor	strict	dclust	0.13634661125761868	0.1578315304910505	0.5354875132948183	0.3532878946034674	9.0	51.60942506790161
76	4.413196940767912	ecoli_colombos	0.2	1-cor	minimal	dclust	0.02996493956005143	0.09491456020191309	0.30792472428937195	0.26857744350231433	9.0	51.60942506790161
77	4.7894506551994445	ecoli_colombos	0.2	1-cor	interconnected	dclust	0.05109307647855111	0.08071308736601386	0.30831478399129947	0.24928354300254588	9.0	51.60942506790161
78	6.577126070878835	ecoli_colombos	0.2	1-cor	strict	dclust	0.13745887555676758	0.15861403461512028	0.5194317985354954	0.354188985829636	10.0	54.47012686729431
79	4.428139055779321	ecoli_colombos	0.2	1-cor	minimal	dclust	0.03030696347788957	0.09572981293763859	0.3034603609054562	0.27043683793182083	10.0	54.47012686729431
80	4.7340500433987005	ecoli_colombos	0.2	1-cor	interconnected	dclust	0.051854966373021116	0.08113736149182789	0.29701738903311004	0.24710547879440647	10.0	54.47012686729431
81	0.0	ecoli_colombos	0.2	1-cor	strict	dclust	0.0	0.0	0.0	0.0	11.0	0.0
82	0.0	ecoli_colombos	0.2	1-cor	minimal	dclust	0.0	0.0	0.0	0.0	11.0	0.0
83	0.0	ecoli_colombos	0.2	1-cor	interconnected	dclust	0.0	0.0	0.0	0.0	11.0	0.0
84	0.0	ecoli_colombos	0.2	1-cor	strict	dclust	0.0	0.0	0.0	0.0	12.0	0.0
85	0.0	ecoli_colombos	0.2	1-cor	minimal	dclust	0.0	0.0	0.0	0.0	12.0	0.0
86	0.0	ecoli_colombos	0.2	1-cor	interconnected	dclust	0.0	0.0	0.0	0.0	12.0	0.0
87	0.0	ecoli_colombos	0.2	1-cor	strict	dclust	0.0	0.0	0.0	0.0	13.0	0.0
88	0.0	ecoli_colombos	0.2	1-cor	minimal	dclust	0.0	0.0	0.0	0.0	13.0	0.0
89	0.0	ecoli_colombos	0.2	1-cor	interconnected	dclust	0.0	0.0	0.0	0.0	13.0	0.0
90	0.0	ecoli_colombos	0.2	1-cor	strict	dclust	0.0	0.0	0.0	0.0	14.0	0.0
91	0.0	ecoli_colombos	0.2	1-cor	minimal	dclust	0.0	0.0	0.0	0.0	14.0	0.0
92	0.0	ecoli_colombos	0.2	1-cor	interconnected	dclust	0.0	0.0	0.0	0.0	14.0	0.0
93	0.0	ecoli_colombos	0.2	1-cor	strict	dclust	0.0	0.0	0.0	0.0	15.0	0.0
94	0.0	ecoli_colombos	0.2	1-cor	minimal	dclust	0.0	0.0	0.0	0.0	15.0	0.0
95	0.0	ecoli_colombos	0.2	1-cor	interconnected	dclust	0.0	0.0	0.0	0.0	15.0	0.0
